Index,relPosN,relPosE,UTC
4160,0.1458,0.5383,11:20:40.740 03/07/2019
4161,,,
4162,0.1457,0.5392,11:20:40.920 03/07/2019
4163,,,
4164,0.1463,0.5388,11:20:41.100 03/07/2019
4165,,,
4166,0.1449,0.5397,11:20:41.280 03/07/2019
4167,,,
4168,0.1459,0.5391,11:20:41.460 03/07/2019
4169,,,
4170,0.1455,0.5399,11:20:41.640 03/07/2019
4171,,,
4172,0.1453,0.5390,11:20:41.820 03/07/2019
4173,,,
4174,0.1461,0.5390,11:20:42.000 03/07/2019
4175,,,
4176,0.1454,0.5402,11:20:42.180 03/07/2019
4177,,,
4178,0.1468,0.5398,11:20:42.360 03/07/2019
4179,,,
4180,0.1480,0.5401,11:20:42.540 03/07/2019
4181,,,
4182,0.1480,0.5415,11:20:42.720 03/07/2019
4183,,,
4184,0.1489,0.5419,11:20:42.900 03/07/2019
4185,,,
4186,0.1508,0.5426,11:20:43.080 03/07/2019
4187,,,
4188,0.1515,0.5434,11:20:43.260 03/07/2019
4189,,,
4190,0.1521,0.5435,11:20:43.440 03/07/2019
4191,,,
4192,0.1537,0.5439,11:20:43.620 03/07/2019
4193,,,
4194,0.1534,0.5445,11:20:43.800 03/07/2019
4195,,,
4196,0.1543,0.5433,11:20:43.980 03/07/2019
4197,,,
4198,0.1555,0.5441,11:20:44.160 03/07/2019
4199,,,
4200,0.1559,0.5446,11:20:44.340 03/07/2019
4201,,,
4202,0.1559,0.5440,11:20:44.520 03/07/2019
4203,,,
4204,0.1557,0.5439,11:20:44.700 03/07/2019
4205,,,
4206,0.1561,0.5443,11:20:44.880 03/07/2019
4207,,,
4208,0.1562,0.5438,11:20:45.060 03/07/2019
4209,,,
4210,0.1556,0.5435,11:20:45.240 03/07/2019
4211,,,
4212,0.1551,0.5438,11:20:45.420 03/07/2019
4213,,,
4214,0.1549,0.5435,11:20:45.600 03/07/2019
4215,,,
4216,0.1552,0.5441,11:20:45.780 03/07/2019
4217,,,
4218,0.1551,0.5439,11:20:45.960 03/07/2019
4219,,,
4220,0.1540,0.5435,11:20:46.140 03/07/2019
4221,,,
4222,0.1537,0.5426,11:20:46.320 03/07/2019
4223,,,
4224,0.1529,0.5437,11:20:46.500 03/07/2019
4225,,,
4226,0.1522,0.5428,11:20:46.680 03/07/2019
4227,,,
4228,0.1523,0.5420,11:20:46.860 03/07/2019
4229,,,
4230,0.1525,0.5420,11:20:47.040 03/07/2019
4231,,,
4232,0.1598,0.5450,11:20:47.220 03/07/2019
4233,,,
4234,0.1609,0.5449,11:20:47.400 03/07/2019
4235,,,
4236,0.1587,0.5451,11:20:47.580 03/07/2019
4237,,,
4238,0.1579,0.5439,11:20:47.760 03/07/2019
4239,,,
4240,0.1552,0.5442,11:20:47.940 03/07/2019
4241,,,
4242,0.1545,0.5397,11:20:48.180 03/07/2019
4243,,,
4244,0.1544,0.5397,11:20:48.360 03/07/2019
4245,,,
4246,0.1538,0.5398,11:20:48.540 03/07/2019
4247,,,
4248,0.1504,0.5382,11:20:48.720 03/07/2019
4249,,,
4250,0.1517,0.5389,11:20:48.900 03/07/2019
4251,,,
4252,0.1528,0.5398,11:20:49.080 03/07/2019
4253,,,
4254,0.1498,0.5386,11:20:49.260 03/07/2019
4255,,,
4256,0.1512,0.5386,11:20:49.440 03/07/2019
4257,,,
4258,0.1517,0.5386,11:20:49.620 03/07/2019
4259,,,
4260,0.1527,0.5385,11:20:49.800 03/07/2019
4261,,,
4262,0.1530,0.5382,11:20:49.980 03/07/2019
4263,,,
4264,0.1530,0.5386,11:20:50.160 03/07/2019
4265,,,
4266,0.1542,0.5383,11:20:50.340 03/07/2019
4267,,,
4268,0.1544,0.5379,11:20:50.520 03/07/2019
4269,,,
4270,0.1535,0.5390,11:20:50.700 03/07/2019
4271,,,
4272,0.1532,0.5392,11:20:50.880 03/07/2019
4273,,,
4274,0.1537,0.5401,11:20:51.060 03/07/2019
4275,,,
4276,0.1534,0.5398,11:20:51.240 03/07/2019
4277,,,
4278,0.1532,0.5397,11:20:51.420 03/07/2019
4279,,,
4280,0.1537,0.5405,11:20:51.600 03/07/2019
4281,,,
4282,0.1532,0.5421,11:20:51.780 03/07/2019
4283,,,
4284,0.1535,0.5414,11:20:51.960 03/07/2019
4285,,,
4286,0.1539,0.5421,11:20:52.140 03/07/2019
4287,,,
4288,0.1532,0.5419,11:20:52.320 03/07/2019
4289,,,
4290,0.1528,0.5428,11:20:52.500 03/07/2019
4291,,,
4292,0.1525,0.5427,11:20:52.680 03/07/2019
4293,,,
4294,0.1526,0.5423,11:20:52.860 03/07/2019
4295,,,
4296,0.1581,0.5442,11:20:53.040 03/07/2019
4297,,,
4298,0.1584,0.5445,11:20:53.220 03/07/2019
4299,,,
4300,0.1572,0.5443,11:20:53.400 03/07/2019
4301,,,
4302,0.1584,0.5449,11:20:53.580 03/07/2019
4303,,,
4304,0.1580,0.5441,11:20:53.760 03/07/2019
4305,,,
4306,0.1575,0.5448,11:20:53.940 03/07/2019
4307,,,
4308,0.1562,0.5453,11:20:54.120 03/07/2019
4309,,,
4310,0.1570,0.5461,11:20:54.300 03/07/2019
4311,,,
4312,0.1566,0.5454,11:20:54.480 03/07/2019
4313,,,
4314,0.1554,0.5457,11:20:54.660 03/07/2019
4315,,,
4316,0.1570,0.5478,11:20:54.840 03/07/2019
4317,,,
4318,0.1569,0.5482,11:20:55.020 03/07/2019
4319,,,
4320,0.1560,0.5484,11:20:55.200 03/07/2019
4321,,,
4322,0.1535,0.5463,11:20:55.380 03/07/2019
4323,,,
4324,0.1517,0.5458,11:20:55.560 03/07/2019
4325,,,
4326,0.1522,0.5469,11:20:55.740 03/07/2019
4327,,,
4328,0.1515,0.5468,11:20:55.920 03/07/2019
4329,,,
4330,0.1523,0.5463,11:20:56.100 03/07/2019
4331,,,
4332,0.1526,0.5467,11:20:56.280 03/07/2019
4333,,,
4334,0.1540,0.5504,11:20:56.460 03/07/2019
4335,,,
4336,0.1525,0.5512,11:20:56.640 03/07/2019
4337,,,
4338,0.1534,0.5513,11:20:56.820 03/07/2019
4339,,,
4340,0.1554,0.5532,11:20:57.000 03/07/2019
4341,,,
4342,0.1552,0.5524,11:20:57.180 03/07/2019
4343,,,
4344,0.1545,0.5515,11:20:57.360 03/07/2019
4345,,,
4346,0.1556,0.5506,11:20:57.540 03/07/2019
4347,,,
4348,0.1546,0.5493,11:20:57.720 03/07/2019
4349,,,
4350,0.1515,0.5457,11:20:57.900 03/07/2019
4351,,,
4352,0.1541,0.5470,11:20:58.080 03/07/2019
4353,,,
4354,0.1573,0.5485,11:20:58.260 03/07/2019
4355,,,
4356,0.1570,0.5504,11:20:58.440 03/07/2019
4357,,,
4358,0.1596,0.5512,11:20:58.620 03/07/2019
4359,,,
4360,0.1571,0.5500,11:20:58.800 03/07/2019
4361,,,
4362,0.1545,0.5490,11:20:58.980 03/07/2019
4363,,,
4364,0.1571,0.5498,11:20:59.160 03/07/2019
4365,,,
4366,0.1586,0.5459,11:20:59.340 03/07/2019
4367,,,
4368,0.1593,0.5464,11:20:59.520 03/07/2019
4369,,,
4370,0.1591,0.5450,11:20:59.700 03/07/2019
4371,,,
4372,0.1594,0.5451,11:20:59.880 03/07/2019
4373,,,
4374,0.1594,0.5446,11:21:00.060 03/07/2019
4375,,,
4376,0.1615,0.5443,11:21:00.300 03/07/2019
4377,,,
4378,0.1611,0.5443,11:21:00.480 03/07/2019
4379,,,
4380,0.1598,0.5434,11:21:00.660 03/07/2019
4381,,,
4382,0.1609,0.5438,11:21:00.840 03/07/2019
4383,,,
4384,0.1601,0.5442,11:21:01.020 03/07/2019
4385,,,
4386,0.1620,0.5424,11:21:01.200 03/07/2019
4387,,,
4388,0.1619,0.5422,11:21:01.380 03/07/2019
4389,,,
4390,0.1619,0.5423,11:21:01.560 03/07/2019
4391,,,
4392,0.1626,0.5424,11:21:01.740 03/07/2019
4393,,,
4394,0.1626,0.5423,11:21:01.920 03/07/2019
4395,,,
4396,0.1617,0.5414,11:21:02.100 03/07/2019
4397,,,
4398,0.1611,0.5416,11:21:02.280 03/07/2019
4399,,,
4400,0.1618,0.5420,11:21:02.460 03/07/2019
4401,,,
4402,0.1592,0.5436,11:21:02.640 03/07/2019
4403,,,
4404,0.1596,0.5439,11:21:02.820 03/07/2019
4405,,,
4406,0.1589,0.5434,11:21:03.000 03/07/2019
4407,,,
4408,0.1592,0.5433,11:21:03.180 03/07/2019
4409,,,
4410,0.1594,0.5431,11:21:03.360 03/07/2019
4411,,,
4412,0.1590,0.5431,11:21:03.540 03/07/2019
4413,,,
4414,0.1587,0.5431,11:21:03.720 03/07/2019
4415,,,
4416,0.1580,0.5396,11:21:03.900 03/07/2019
4417,,,
4418,0.1590,0.5409,11:21:04.080 03/07/2019
4419,,,
4420,0.1539,0.5385,11:21:04.260 03/07/2019
4421,,,
4422,0.1536,0.5384,11:21:04.440 03/07/2019
4423,,,
4424,0.1508,0.5367,11:21:04.620 03/07/2019
4425,,,
4426,0.1598,0.5440,11:21:10.080 03/07/2019
4427,,,
4428,0.1592,0.5437,11:21:10.260 03/07/2019
4429,,,
4430,0.1595,0.5441,11:21:10.440 03/07/2019
4431,,,
4432,0.1596,0.5447,11:21:10.620 03/07/2019
4433,,,
4434,0.1582,0.5444,11:21:10.800 03/07/2019
4435,,,
4436,0.1587,0.5453,11:21:10.980 03/07/2019
4437,,,
4438,0.1565,0.5454,11:21:11.160 03/07/2019
4439,,,
4440,0.1562,0.5453,11:21:11.340 03/07/2019
4441,,,
4442,0.1563,0.5463,11:21:11.520 03/07/2019
4443,,,
4444,0.1573,0.5473,11:21:11.700 03/07/2019
4445,,,
4446,0.1541,0.5460,11:21:11.880 03/07/2019
4447,,,
4448,0.1538,0.5476,11:21:12.060 03/07/2019
4449,,,
4450,0.1547,0.5467,11:21:12.300 03/07/2019
4451,,,
4452,0.1547,0.5474,11:21:12.480 03/07/2019
4453,,,
4454,0.1537,0.5484,11:21:12.660 03/07/2019
4455,,,
4456,0.1538,0.5496,11:21:12.840 03/07/2019
4457,,,
4458,0.1538,0.5491,11:21:13.020 03/07/2019
4459,,,
4460,0.1534,0.5506,11:21:13.200 03/07/2019
4461,,,
4462,0.1535,0.5508,11:21:13.380 03/07/2019
4463,,,
4464,0.1532,0.5507,11:21:13.560 03/07/2019
4465,,,
4466,0.1524,0.5494,11:21:13.740 03/07/2019
4467,,,
4468,0.1528,0.5504,11:21:13.920 03/07/2019
4469,,,
4470,0.1529,0.5506,11:21:14.100 03/07/2019
4471,,,
4472,0.1516,0.5500,11:21:14.280 03/07/2019
4473,,,
4474,0.1485,0.5475,11:21:14.460 03/07/2019
4475,,,
4476,0.1474,0.5474,11:21:14.700 03/07/2019
4477,,,
4478,0.1476,0.5484,11:21:14.880 03/07/2019
4479,,,
4480,0.1459,0.5482,11:21:15.120 03/07/2019
4481,,,
4482,0.1453,0.5484,11:21:15.300 03/07/2019
4483,,,
4484,0.1470,0.5486,11:21:15.480 03/07/2019
4485,,,
4486,0.1474,0.5483,11:21:15.660 03/07/2019
4487,,,
4488,0.1465,0.5483,11:21:15.840 03/07/2019
4489,,,
4490,0.1466,0.5490,11:21:16.020 03/07/2019
4491,,,
4492,0.1461,0.5490,11:21:16.200 03/07/2019
4493,,,
4494,0.1463,0.5494,11:21:16.380 03/07/2019
4495,,,
4496,0.1458,0.5494,11:21:16.560 03/07/2019
4497,,,
4498,0.1458,0.5496,11:21:16.740 03/07/2019
4499,,,
4500,0.1459,0.5495,11:21:16.920 03/07/2019
4501,,,
4502,0.1465,0.5503,11:21:17.100 03/07/2019
4503,,,
4504,0.1471,0.5480,11:21:17.280 03/07/2019
4505,,,
4506,0.1477,0.5483,11:21:17.460 03/07/2019
4507,,,
4508,0.1477,0.5483,11:21:17.640 03/07/2019
4509,,,
4510,0.1490,0.5475,11:21:17.820 03/07/2019
4511,,,
4512,0.1482,0.5486,11:21:18.000 03/07/2019
4513,,,
4514,0.1476,0.5491,11:21:18.240 03/07/2019
4515,,,
4516,0.1483,0.5495,11:21:18.420 03/07/2019
4517,,,
4518,0.1484,0.5495,11:21:18.600 03/07/2019
4519,,,
4520,0.1491,0.5492,11:21:18.780 03/07/2019
4521,,,
4522,0.1499,0.5494,11:21:18.960 03/07/2019
4523,,,
4524,0.1502,0.5495,11:21:19.140 03/07/2019
4525,,,
4526,0.1496,0.5513,11:21:19.320 03/07/2019
4527,,,
4528,0.1497,0.5512,11:21:19.500 03/07/2019
4529,,,
4530,0.1511,0.5470,11:21:19.680 03/07/2019
4531,,,
4532,0.1510,0.5476,11:21:19.860 03/07/2019
4533,,,
4534,0.1503,0.5466,11:21:20.040 03/07/2019
4535,,,
4536,0.1508,0.5463,11:21:20.220 03/07/2019
4537,,,
4538,0.1497,0.5459,11:21:20.400 03/07/2019
4539,,,
4540,0.1499,0.5466,11:21:20.580 03/07/2019
4541,,,
4542,0.1536,0.5447,11:21:20.760 03/07/2019
4543,,,
4544,0.1537,0.5453,11:21:20.940 03/07/2019
4545,,,
4546,0.1538,0.5456,11:21:21.120 03/07/2019
4547,,,
4548,0.1542,0.5462,11:21:21.300 03/07/2019
4549,,,
4550,0.1534,0.5459,11:21:21.480 03/07/2019
4551,,,
4552,0.1553,0.5453,11:21:21.660 03/07/2019
4553,,,
4554,0.1553,0.5452,11:21:21.840 03/07/2019
4555,,,
4556,0.1558,0.5448,11:21:22.020 03/07/2019
4557,,,
4558,0.1532,0.5447,11:21:22.200 03/07/2019
4559,,,
4560,0.1527,0.5449,11:21:22.380 03/07/2019
4561,,,
4562,0.1526,0.5448,11:21:22.560 03/07/2019
4563,,,
4564,0.1526,0.5456,11:21:22.800 03/07/2019
4565,,,
4566,0.1527,0.5457,11:21:22.980 03/07/2019
4567,,,
4568,0.1518,0.5448,11:21:23.160 03/07/2019
4569,,,
4570,0.1516,0.5451,11:21:23.340 03/07/2019
4571,,,
4572,0.1517,0.5451,11:21:23.520 03/07/2019
4573,,,
4574,0.1511,0.5458,11:21:23.700 03/07/2019
4575,,,
4576,0.1497,0.5457,11:21:23.880 03/07/2019
4577,,,
4578,0.1501,0.5455,11:21:24.060 03/07/2019
4579,,,
4580,0.1483,0.5433,11:21:24.300 03/07/2019
4581,,,
4582,0.1472,0.5439,11:21:24.540 03/07/2019
4583,,,
4584,0.1464,0.5430,11:21:24.720 03/07/2019
4585,,,
4586,0.1478,0.5436,11:21:24.960 03/07/2019
4587,,,
4588,0.1479,0.5449,11:21:25.140 03/07/2019
4589,,,
4590,0.1481,0.5458,11:21:25.380 03/07/2019
4591,,,
4592,0.1479,0.5459,11:21:25.560 03/07/2019
4593,,,
4594,0.1491,0.5452,11:21:25.740 03/07/2019
4595,,,
4596,0.1498,0.5466,11:21:25.920 03/07/2019
4597,,,
4598,0.1491,0.5476,11:21:26.160 03/07/2019
4599,,,
4600,0.1500,0.5477,11:21:26.340 03/07/2019
4601,,,
4602,0.1500,0.5486,11:21:26.520 03/07/2019
4603,,,
4604,0.1496,0.5483,11:21:26.700 03/07/2019
4605,,,
4606,0.1489,0.5489,11:21:26.880 03/07/2019
4607,,,
4608,0.1499,0.5483,11:21:27.060 03/07/2019
4609,,,
4610,0.1497,0.5487,11:21:27.300 03/07/2019
4611,,,
4612,0.1498,0.5496,11:21:27.480 03/07/2019
4613,,,
4614,0.1493,0.5496,11:21:27.660 03/07/2019
4615,,,
4616,0.1484,0.5489,11:21:27.840 03/07/2019
4617,,,
4618,0.1503,0.5503,11:21:28.020 03/07/2019
4619,,,
4620,0.1500,0.5511,11:21:28.260 03/07/2019
4621,,,
4622,0.1500,0.5506,11:21:28.440 03/07/2019
4623,,,
4624,0.1502,0.5507,11:21:28.680 03/07/2019
4625,,,
4626,0.1506,0.5509,11:21:28.860 03/07/2019
4627,,,
4628,0.1505,0.5511,11:21:29.040 03/07/2019
4629,,,
4630,0.1507,0.5523,11:21:29.220 03/07/2019
4631,,,
4632,0.1497,0.5518,11:21:29.400 03/07/2019
4633,,,
4634,0.1504,0.5527,11:21:29.580 03/07/2019
4635,,,
4636,0.1519,0.5525,11:21:29.760 03/07/2019
4637,,,
4638,0.1511,0.5532,11:21:29.940 03/07/2019
4639,,,
4640,0.1515,0.5527,11:21:30.180 03/07/2019
4641,,,
4642,0.1511,0.5536,11:21:30.360 03/07/2019
4643,,,
4644,0.1517,0.5535,11:21:30.540 03/07/2019
4645,,,
4646,0.1510,0.5525,11:21:30.720 03/07/2019
4647,,,
4648,0.1508,0.5541,11:21:30.900 03/07/2019
4649,,,
4650,0.1514,0.5545,11:21:31.080 03/07/2019
4651,,,
4652,0.1509,0.5553,11:21:31.260 03/07/2019
4653,,,
4654,0.1507,0.5547,11:21:31.440 03/07/2019
4655,,,
4656,0.1506,0.5554,11:21:31.620 03/07/2019
4657,,,
4658,0.1497,0.5556,11:21:31.800 03/07/2019
4659,,,
4660,0.1498,0.5550,11:21:31.980 03/07/2019
4661,,,
4662,0.1504,0.5493,11:21:32.160 03/07/2019
4663,,,
4664,0.1503,0.5499,11:21:32.400 03/07/2019
4665,,,
4666,0.1499,0.5506,11:21:32.580 03/07/2019
4667,,,
4668,0.1495,0.5511,11:21:32.760 03/07/2019
4669,,,
4670,0.1498,0.5508,11:21:32.940 03/07/2019
4671,,,
4672,0.1517,0.5515,11:21:33.120 03/07/2019
4673,,,
4674,0.1519,0.5525,11:21:33.300 03/07/2019
4675,,,
4676,0.1518,0.5519,11:21:33.480 03/07/2019
4677,,,
4678,0.1506,0.5521,11:21:33.660 03/07/2019
4679,,,
4680,0.1513,0.5509,11:21:33.840 03/07/2019
4681,,,
4682,0.1517,0.5529,11:21:34.020 03/07/2019
4683,,,
4684,0.1524,0.5480,11:21:34.200 03/07/2019
4685,,,
4686,0.1527,0.5481,11:21:34.380 03/07/2019
4687,,,
4688,0.1514,0.5476,11:21:34.560 03/07/2019
4689,,,
4690,0.1511,0.5480,11:21:34.740 03/07/2019
4691,,,
4692,0.1497,0.5478,11:21:34.980 03/07/2019
4693,,,
4694,0.1510,0.5465,11:21:35.160 03/07/2019
4695,,,
4696,0.1496,0.5463,11:21:35.400 03/07/2019
4697,,,
4698,0.1487,0.5463,11:21:35.580 03/07/2019
4699,,,
4700,0.1481,0.5463,11:21:35.760 03/07/2019
4701,,,
4702,0.1483,0.5461,11:21:35.940 03/07/2019
4703,,,
4704,0.1475,0.5463,11:21:36.180 03/07/2019
4705,,,
4706,0.1479,0.5451,11:21:36.360 03/07/2019
4707,,,
4708,0.1470,0.5451,11:21:36.540 03/07/2019
4709,,,
4710,0.1466,0.5457,11:21:36.720 03/07/2019
4711,,,
4712,0.1473,0.5452,11:21:36.900 03/07/2019
4713,,,
4714,0.1479,0.5458,11:21:37.080 03/07/2019
4715,,,
4716,0.1470,0.5461,11:21:37.260 03/07/2019
4717,,,
4718,0.1475,0.5449,11:21:37.440 03/07/2019
4719,,,
4720,0.1488,0.5459,11:21:37.620 03/07/2019
4721,,,
4722,0.1497,0.5463,11:21:37.800 03/07/2019
4723,,,
4724,0.1493,0.5457,11:21:37.980 03/07/2019
4725,,,
4726,0.1499,0.5457,11:21:38.160 03/07/2019
4727,,,
4728,0.1501,0.5468,11:21:38.340 03/07/2019
4729,,,
4730,0.1530,0.5422,11:21:38.520 03/07/2019
4731,,,
4732,0.1526,0.5417,11:21:38.700 03/07/2019
4733,,,
4734,0.1533,0.5456,11:21:38.880 03/07/2019
4735,,,
4736,0.1528,0.5430,11:21:39.060 03/07/2019
4737,,,
4738,0.1525,0.5435,11:21:39.240 03/07/2019
4739,,,
4740,0.1545,0.5452,11:21:39.420 03/07/2019
4741,,,
4742,0.1535,0.5430,11:21:39.600 03/07/2019
4743,,,
4744,0.1541,0.5438,11:21:39.780 03/07/2019
4745,,,
4746,0.1508,0.5443,11:21:39.960 03/07/2019
4747,,,
4748,0.1512,0.5432,11:21:40.140 03/07/2019
4749,,,
4750,0.1506,0.5428,11:21:40.320 03/07/2019
4751,,,
4752,0.1509,0.5445,11:21:40.500 03/07/2019
4753,,,
4754,0.1513,0.5428,11:21:40.680 03/07/2019
4755,,,
4756,0.1506,0.5446,11:21:40.860 03/07/2019
4757,,,
4758,0.1508,0.5443,11:21:41.100 03/07/2019
4759,,,
4760,0.1515,0.5446,11:21:41.280 03/07/2019
4761,,,
4762,0.1521,0.5439,11:21:41.460 03/07/2019
4763,,,
4764,0.1528,0.5449,11:21:41.640 03/07/2019
4765,,,
4766,0.1522,0.5459,11:21:41.820 03/07/2019
4767,,,
4768,0.1525,0.5470,11:21:42.000 03/07/2019
4769,,,
4770,0.1520,0.5472,11:21:42.180 03/07/2019
4771,,,
4772,0.1516,0.5469,11:21:42.360 03/07/2019
4773,,,
4774,0.1521,0.5477,11:21:42.540 03/07/2019
4775,,,
4776,0.1526,0.5476,11:21:42.720 03/07/2019
4777,,,
4778,0.1523,0.5483,11:21:42.900 03/07/2019
4779,,,
4780,0.1526,0.5491,11:21:43.080 03/07/2019
4781,,,
4782,0.1551,0.5489,11:21:43.260 03/07/2019
4783,,,
4784,0.1549,0.5490,11:21:43.440 03/07/2019
4785,,,
4786,0.1545,0.5492,11:21:43.620 03/07/2019
4787,,,
4788,0.1546,0.5498,11:21:43.800 03/07/2019
4789,,,
4790,0.1559,0.5494,11:21:43.980 03/07/2019
4791,,,
4792,0.1553,0.5492,11:21:44.160 03/07/2019
4793,,,
4794,0.1515,0.5487,11:21:44.340 03/07/2019
4795,,,
4796,0.1496,0.5496,11:21:44.520 03/07/2019
4797,,,
4798,0.1494,0.5489,11:21:44.700 03/07/2019
4799,,,
4800,0.1498,0.5491,11:21:44.880 03/07/2019
4801,,,
4802,0.1496,0.5488,11:21:45.060 03/07/2019
4803,,,
4804,0.1505,0.5483,11:21:45.240 03/07/2019
4805,,,
4806,0.1516,0.5484,11:21:45.480 03/07/2019
4807,,,
4808,0.1524,0.5483,11:21:45.660 03/07/2019
4809,,,
4810,0.1540,0.5482,11:21:45.840 03/07/2019
4811,,,
4812,0.1548,0.5487,11:21:46.020 03/07/2019
4813,,,
4814,0.1561,0.5498,11:21:46.260 03/07/2019
4815,,,
4816,0.1562,0.5497,11:21:46.440 03/07/2019
4817,,,
4818,0.1561,0.5505,11:21:46.620 03/07/2019
4819,,,
4820,0.1561,0.5507,11:21:46.800 03/07/2019
4821,,,
4822,0.1557,0.5508,11:21:47.040 03/07/2019
4823,,,
4824,0.1584,0.5498,11:21:47.220 03/07/2019
4825,,,
4826,0.1588,0.5508,11:21:47.400 03/07/2019
4827,,,
4828,0.1569,0.5458,11:21:47.580 03/07/2019
4829,,,
4830,0.1564,0.5474,11:21:47.760 03/07/2019
4831,,,
4832,0.1547,0.5470,11:21:48.000 03/07/2019
4833,,,
4834,0.1532,0.5464,11:21:48.240 03/07/2019
4835,,,
4836,0.1538,0.5466,11:21:48.420 03/07/2019
4837,,,
4838,0.1533,0.5430,11:21:48.600 03/07/2019
4839,,,
4840,0.1529,0.5430,11:21:48.780 03/07/2019
4841,,,
4842,0.1519,0.5423,11:21:48.960 03/07/2019
4843,,,
4844,0.1528,0.5433,11:21:49.140 03/07/2019
4845,,,
4846,0.1521,0.5429,11:21:49.320 03/07/2019
4847,,,
4848,0.1521,0.5427,11:21:49.500 03/07/2019
4849,,,
4850,0.1519,0.5430,11:21:49.680 03/07/2019
4851,,,
4852,0.1516,0.5431,11:21:49.860 03/07/2019
4853,,,
4854,0.1497,0.5434,11:21:50.040 03/07/2019
4855,,,
4856,0.1494,0.5426,11:21:50.220 03/07/2019
4857,,,
4858,0.1498,0.5431,11:21:50.400 03/07/2019
4859,,,
4860,0.1501,0.5432,11:21:50.580 03/07/2019
4861,,,
4862,0.1499,0.5423,11:21:50.760 03/07/2019
4863,,,
4864,0.1492,0.5422,11:21:50.940 03/07/2019
4865,,,
4866,0.1503,0.5426,11:21:51.120 03/07/2019
4867,,,
4868,0.1503,0.5423,11:21:51.360 03/07/2019
4869,,,
4870,0.1482,0.5429,11:21:51.540 03/07/2019
4871,,,
4872,0.1488,0.5435,11:21:51.720 03/07/2019
4873,,,
4874,0.1497,0.5435,11:21:51.900 03/07/2019
4875,,,
4876,0.1494,0.5429,11:21:52.080 03/07/2019
4877,,,
4878,0.1501,0.5428,11:21:52.320 03/07/2019
4879,,,
4880,0.1503,0.5437,11:21:52.500 03/07/2019
4881,,,
4882,0.1507,0.5437,11:21:52.680 03/07/2019
4883,,,
4884,0.1508,0.5436,11:21:52.860 03/07/2019
4885,,,
4886,0.1506,0.5419,11:21:53.040 03/07/2019
4887,,,
4888,0.1509,0.5414,11:21:53.220 03/07/2019
4889,,,
4890,0.1514,0.5409,11:21:53.400 03/07/2019
4891,,,
4892,0.1505,0.5404,11:21:53.580 03/07/2019
4893,,,
4894,0.1514,0.5398,11:21:53.760 03/07/2019
4895,,,
4896,0.1512,0.5399,11:21:53.940 03/07/2019
4897,,,
4898,0.1513,0.5395,11:21:54.180 03/07/2019
4899,,,
4900,0.1510,0.5394,11:21:54.360 03/07/2019
4901,,,
4902,0.1517,0.5390,11:21:54.540 03/07/2019
4903,,,
4904,0.1509,0.5388,11:21:54.720 03/07/2019
4905,,,
4906,0.1517,0.5391,11:21:54.900 03/07/2019
4907,,,
4908,0.1520,0.5397,11:21:55.080 03/07/2019
4909,,,
4910,0.1514,0.5392,11:21:55.260 03/07/2019
4911,,,
4912,0.1520,0.5397,11:21:55.440 03/07/2019
4913,,,
4914,0.1517,0.5396,11:21:55.620 03/07/2019
4915,,,
4916,0.1580,0.5428,11:21:55.800 03/07/2019
4917,,,
4918,0.1585,0.5436,11:21:55.980 03/07/2019
4919,,,
4920,0.1579,0.5428,11:21:56.220 03/07/2019
4921,,,
4922,0.1580,0.5433,11:21:56.400 03/07/2019
4923,,,
4924,0.1585,0.5432,11:21:56.580 03/07/2019
4925,,,
4926,0.1583,0.5423,11:21:56.760 03/07/2019
4927,,,
4928,0.1577,0.5427,11:21:56.940 03/07/2019
4929,,,
4930,0.1584,0.5417,11:21:57.120 03/07/2019
4931,,,
4932,0.1582,0.5425,11:21:57.300 03/07/2019
4933,,,
4934,0.1583,0.5421,11:21:57.480 03/07/2019
4935,,,
4936,0.1583,0.5424,11:21:57.660 03/07/2019
4937,,,
4938,0.1588,0.5422,11:21:57.840 03/07/2019
4939,,,
4940,0.1591,0.5414,11:21:58.020 03/07/2019
4941,,,
4942,0.1591,0.5414,11:21:58.200 03/07/2019
4943,,,
4944,0.1587,0.5424,11:21:58.380 03/07/2019
4945,,,
4946,0.1590,0.5413,11:21:58.560 03/07/2019
4947,,,
4948,0.1586,0.5406,11:21:58.740 03/07/2019
4949,,,
4950,0.1592,0.5408,11:21:58.920 03/07/2019
4951,,,
4952,0.1592,0.5400,11:21:59.100 03/07/2019
4953,,,
4954,0.1592,0.5401,11:21:59.280 03/07/2019
4955,,,
4956,0.1594,0.5387,11:21:59.460 03/07/2019
4957,,,
4958,0.1595,0.5385,11:21:59.640 03/07/2019
4959,,,
4960,0.1595,0.5378,11:21:59.820 03/07/2019
4961,,,
4962,0.1586,0.5366,11:22:00.000 03/07/2019
4963,,,
4964,0.1597,0.5361,11:22:00.240 03/07/2019
4965,,,
4966,0.1602,0.5352,11:22:00.420 03/07/2019
4967,,,
4968,0.1579,0.5355,11:22:00.600 03/07/2019
4969,,,
4970,0.1536,0.5343,11:22:00.780 03/07/2019
4971,,,
4972,0.1559,0.5349,11:22:00.960 03/07/2019
4973,,,
4974,0.1546,0.5360,11:22:01.140 03/07/2019
4975,,,
4976,0.1558,0.5373,11:22:01.320 03/07/2019
4977,,,
4978,0.1551,0.5330,11:22:01.500 03/07/2019
4979,,,
4980,0.1548,0.5336,11:22:01.680 03/07/2019
4981,,,
